"identificador","nombre","baños","dormitorios","precio"
6899074,"Lovely apartment at Rembrandtsquare","1.0",2,175
2082163,"Welkom on hostelboat VitaNova  City","5.0",1,62
3163509,"Family Houseboat in City Center","1.5",2,175
10110333,"Cozy family house close to centre","1.0",3,150
6119654,"Central&Cosy place @ Rijksmuseum!","1.0",1,120
13295770,"Studio located on the Leidsesquare!","1.0",1,99
9618303,"Houseboat close to Central Station","1.0",2,181
13288300,"NEW: Bright Canal Apartment next to Urban Windmill","1.5",1,115
4703041,"Apartment city center Amsterdam","1.0",1,150
11682547,"LUXURY APT in CITY CENTER | SAUNA","2.0",2,229
7848657,"⚓️ Cosy houseboat in the center ⚓️","2.0",1,75
3982031,"New! Top loc, quiet guesthouse, 2p","1.0",1,140
7357128,"B&B 1P room in Amsterdam Center","1.0",1,113
12665557,"4p authentic family home with stunning canal view!","2.0",2,451
11747872,"Spacious & Cozy Studio@Central Spot","1.0",1,140
12665344,"Studio in centrum + great canalview","1.0",0,100
12534230,"Amsterdam Appartment in City Centre","1.0",3,300
2769302,"Cosy apt. in the heart of Amsterdam","1.0",1,120
7946620,"Cozy and luminous apartment","1.0",1,100
6504823,"3p family apartment with great view","1.0",2,130
2572606,"Apartment overlooking canal!","1.5",3,150
7323963,"Apartment in centre near zoo","1.0",2,160
1786144,"a room with a view in Amsterdam","1.0",1,121
4677669,"Studio apartment Amsterdam centre","1.0",0,95
12992683,"Dream APT in CITY CENTER!","1.5",1,149
13743471,"Beautiful, Romantic Apartment on Canal (CENTRE)","1.0",1,175
13648010,"Beautiful Apartment in the middle of Amsterdam","1.0",1,95
4374654,"Wonderful apartment centerAmsterdam","1.0",2,125
6406841,"Room with private bathroom","1.0",1,105
6898310,"Nice Condo in Old Jewish Quarter","1.0",2,200
13353584,"Architect's loft in central warehouse","1.0",1,149
5390933,"Historic-Central Canal House-6 room","2.5",5,401
8044623,"Sunny corner in beautiful Plantage","1.0",1,251
13189183,"Amsterdam","1.0",2,140
13746221,"art deco houseboat on Amstel on triple A location","1.0",1,175
1392659,"Bright apartment in city centre","1.0",1,75
13778923,"Bright Canalview Apartment In Heart Of Amsterdam","1.0",1,120
4898741,"Luxurious houseboat on Amstel River","1.0",2,350
11354028,"Historic home, 60m2,  garden, center!","1.0",0,181
11616153,"Family Maisonette apartment","1.0",3,191
9475910,"Amsterdam SEA Houseboat","1.0",1,146
7061230,"unique canalhouse!","2.0",5,796
1851058,"Center Amsterdam 3 bedroom","1.0",3,149
1097121,"Historic House in Center Amsterdam","2.0",4,341
13024981,"Luxury Canal House, terrace canal view, citycentre","1.0",1,180
4501558,"Modern, spacious & creative apartm.","1.0",1,115
12378059,"The Residence - 3 bed-3 bathrooms","3.0",3,235
12893889,"Modern apartment heart of Amsterdam Leidse Square","1.0",0,125
10521299,"City centre apt on great location","1.0",1,75
13647474,"Bright, colorful & comfortable @ Utrechtsestraat!","1.0",1,139
4374070,"Luxurious modern new apartment","1.0",1,199
2047502,"Large houseboat at river Amstel","1.5",3,325
9485856,"City retreat Luxury studio","1.0",0,125
10602768,"Amazing Huge Loft @ Leidseplein 2","2.5",2,250
1457569,"Private room in Amsterdam center","1.0",1,80
998822,"The Canal House","1.0",2,241
12574611,"Renovated Private Canal View 3p Ap.","1.0",2,251
8604221,"Super light apartment in the center","1.0",1,120
1261457,"Private family home. Near Artis Zoo","1.0",3,220
8044420,"Perfect apartment near Rijksmuseum","1.0",1,181
12274325,"center Amsterdam,room with bathroom","1.0",1,78
6650939,"Twin level apartment, small garden","1.0",1,200
10952667,"Picture perfect large apartment","1.0",1,146
8109857,"city center house amsterdam","1.5",2,677
3896500,"BnB Houseboat Southern Comfort","1.0",1,96
6457909,"Cozy apt. close to Waterlooplein","1.0",1,110
802052,"Sleeping on a ship in the centre.","1.0",1,85
9489247,"Beautifull Canalhouse apartment","1.0",1,160
12598553,"Appartment Centrum Weesperplein","1.0",1,70
12242067,"Modern Flat in Center of Amsterdam","1.0",1,111
9321688,"Hip & cosy appartment","1.0",1,125
7257285,"Charming houseboat","1.0",1,150
9485479,"Canal View Art Estate (toplocation)","1.5",2,150
8502436,"Spacious apartment in city centre!","1.0",1,120
1129563,"Amsterdam super place and location","1.0",2,276
505012,"Centre Amsterdam perfect for family","1.0",3,299
10664946,"LUXURIOUS RESIDENCE with GARDEN!","1.0",1,229
3718098,"Het kermisbed","1.0",0,120
11647970,"Little penthouse centre!","1.0",1,100
9321369,"Top floor apartment in Funenpark","1.0",2,200
4764819,"Room in Amsterdam-Center","1.0",1,79
11516802,"Lovely and cosy Houseboat Amsterdam","2.0",2,270
12951349,"White Flat in the Centre","1.0",1,124
11320052,"Heerlijk huisje randje centrum!","1.0",1,110
10777594,"Great location, appartment + garden","1.0",1,120
12597952,"Quiet room in city centre Amsterdam","1.0",1,85
6485103,"Lawyers Apartment in City Center","1.0",2,140
4963471,"Spacious studio in heart of city","1.0",0,85
656268,"Style, History & Design - 2 Bedrm","1.5",2,150
1194607,"Newly renovated 3BR in city center!","1.0",3,200
2815078,"Spacious apartment in canal house","2.0",2,171
9026133,"Rhizome Books ""a Room with a View""","1.0",1,120
2275817,"Old port of Amsterdam","1.0",0,115
11247862,"Unique house with garden in centre of Amsterdam","2.0",3,276
10172738,"Rijks I apartment. 3 bedrooms.","1.0",3,180
801083,"Quiet, pretty place in the centre!","1.0",1,70
4635416,"Room in a charming canal house - 22","1.0",1,49
7519010,"Spacy and sunny appt for 2 (+baby)","1.0",1,125
834233,"B&B Mondriaan, bright and modern","1.0",1,120
11319568,"Spacious apartment in A'dam centre","1.0",2,130
4798713,"Cozy apartment, BEST location","1.0",1,129
833762,"Great/Cozy apt, fantastic location!","1.0",1,195
930852,"Groundfloor Appartment Amstel Lock","1.0",1,219
4657446,"Great location, big & trendy home","1.5",2,175
11155657,"Lovely houseboat @ great location","1.0",2,160
10172605,"Rijks II apartment. Canal district!","1.0",2,180
145535,"Beautiful loft with famous view","1.0",1,296
2275119,"Huge House-4 bedrooms in the Centre","1.5",4,200
2471617,"Charming Canal house City Centre 4p","1.0",1,139
5354453,"Nice apartment in city centre","1.0",1,97
2634719,"Spacious apartment in city centre","1.0",1,90
5125840,"Modern Room only Central Station","1.5",1,89
7190210,"The cutest house at Leidseplein","1.0",1,125
539036,"Amsterdam Houseboats | De Hoop","1.0",2,230
11221414,"Design Space for 2 by the Amstel!","1.0",1,130
810730,"Spacious, modern loft in historic city centre","1.0",1,300
11384484,"Beautiful studio in centre of A'dam","1.0",0,110
9953753,"Charming apartment in Centre","1.0",1,88
3159660,"Quiet City Centre Apartment","1.0",2,216
4830791,"Design/Luxury/Canal Apartment","1.0",2,260
4830755,"CENTRALLY LOCATED, renovated, cosy","1.0",1,125
3716585,"++Stylish apartment in the centre","1.0",1,160
6010123,"Sunny Private Channel View Apt","1.0",1,99
13103861,"Vintage Attic Studio","1.0",1,70
10029409,"Ground Floor Residence","1.5",2,220
11614273,"Stylish house in city centre","1.0",1,100
7506258,"Cosy City Centre Town House","1.0",1,115
11220876,"Artistic apartment De Pijp","1.0",1,115
728713,"Fantastic studio Amsterdam Centr","1.0",1,85
5911716,"Luxurious apt. with sunny balcony","1.0",1,180
5485733,"Cozy spacious downtown apartment","1.0",1,111
9122968,"Romantic & Cosy city center Canals","1.5",2,169
11056228,"Red Light Residence, 3 bedrooms","1.5",3,563
7517241,"Downtown modern comfortable studio","1.0",0,87
12596322,"'THE MANSION' 15P Private Hotel","5.0",5,700
8434745,"Lovely houseboat in the old centre","1.0",1,200
6513399,"Family house with private parking","1.0",2,140
5321742,"Great appartment between canals!","1.0",1,129
4764531,"Comfortable in Amsterdam centre","1.5",1,148
5878617,"Sweet apartment @ city center (3)","1.0",1,125
4043626,"Grand room with ensuite jacuzzi","1.0",1,120
2820233,"Beautiful apartment Amsterdam (UVA)","1.0",2,150
9484560,"Amsterdam House Boat","1.5",2,200
5715355,"Apartement Leidseplein","1.0",1,200
13382555,"Kings Residence in Amsterdam, city center","3.0",6,486
8303992,"The Secret Chapel","1.0",1,195
12241843,"centerlocation@skinnybridge","1.0",1,99
7910737,"Authentic loft, families only!","1.0",2,251
996112,"Lovely Canal Apartment Leidseplein","1.0",2,300
9974539,"Garden View Room in City Center!","1.0",1,146
575615,"Appartment in centre of Amsterdam.","1.0",3,200
7156457,"Beautiful canal apartment with sunny garden","1.0",0,100
7254698,"Private room in center of Amsterdam","0.0",1,84
9892631,"CITY CENTER Chic & Modern apt","1.0",2,120
12268159,"Beautiful house near the centre","1.0",2,185
5953471,"City Centre Break","1.5",1,150
6206048,"Beautiful appartment at the canal","1.0",1,200
5157405,"Spacious & Comfortable Old-City apt","1.0",2,85
6402565,"Great apartment - Amsterdam Center","1.0",2,175
5403390,"Spacious apartment in city center","1.5",2,175
6762981,"Amazing room in a superb location","1.0",1,100
13448160,"Private Room in the heart of Amsterdam","1.0",1,75
7828297,"Family appartement in THE centre","1.0",1,200
8532903,"It won't get better than this..","1.0",2,216
13595456,"New! Stylish Spacious Apartment In Top Location.","1.0",2,171
11055996,"Shiny& Stylish Home in City Center","1.0",1,146
1159534,"Large family home - central & quiet","2.5",3,296
8466783,"Amazing apartment in city centre","1.0",1,125
6369613,"Historic Canal Studio Prinsengracht","1.0",1,111
176476,"LA REMISE Chambre Blanche","1.0",1,130
8630603,"Canal view apartment in the CENTER!","1.0",1,97
6266250,"Perfect location, great apt. (1)","1.0",1,120
2535685,"Room with a view at 'PrinsenNacht'","1.0",1,115
274706,"Beautiful central & quiet apartment","1.0",2,150
307470,"Unique waterfront canal apartment","1.5",2,130
10531541,"Modern & Stylish | CITY CENTER","1.0",1,89
78033,"Home Suite Home - Double Room","1.0",1,55
733654,"FAMILY HOME W SUNNY PRIVATE GARDEN IN CENTER","1.0",2,120
2044044,"Luxury apartment central location!","1.5",2,150
13643919,"Beautiful loft in the centre of Amsterdam","1.0",1,150
12824690,"Beautiful apartment Leidseplein","1.0",1,111
3944495,"Perfectly Located Studio","1.0",1,99
4534346,"Modern Apartment Quiet Center area","1.5",1,140
3715133,"beautiful apartment on top location","1.5",1,169
13447228,"Single bed in a shared room","1.0",1,40
3911726,"Nice and Quiet Room in the Center","1.0",1,90
12038171,"Loft Skinny bridge","1.0",1,250
7712741,"Beautiful monumental loft in center","2.5",1,107
10170311,"Light, modern and spacious loft","1.0",1,248
13535222,"Apartment at Leidseplein","1.0",1,85
12824480,"Cozy room in Amsterdam Centrum/East","1.0",1,55
5962309,"Rembrandsquare","1.0",1,41
13119328,"Beautiful and spacious Canal House in Amsterdam!","2.0",2,200
10858320,"Nice apartment in the city centre","1.0",2,95
8728388,"Luxurious Apartment Centrum Amsterd","2.0",1,200
766179,"Cent Adam Canal 2p Lounge + Bedroom","1.0",1,120
10080750,"Cozy apartment next to the zoo","1.0",1,150
13214001,"Stylish & Modern APT in CITY CENTER!","1.0",1,89
11710657,"City Center Townhouse in garden","1.0",1,120
4304509,"Classic mansion in centre of A'dam!","1.0",1,150
306852,"SunShine, A Sunny Amsterdam Special","0.0",2,195
6237808,"Monumental Canal View Apartment","1.0",1,111
8891983,"Canal view two floor appartment","1.0",1,140
892937,"Bright & spacious apt central A'dam","1.5",1,175
10923493,"Amsterdam Rembrandsplein Centrum","1.0",2,251
12037581,"Unique stay at the canals!","1.0",1,111
12987850,"Perfect centre location in the city centre, & WIFI","1.5",2,189
1105128,"Houseboat Neeltje unique experience","1.0",1,125
12397892,"Spacious penthouse including swing!","1.5",2,200
4336950,"Charming Houseboat","1.0",2,299
10562864,"Topfloor in canalhouse great view!","1.0",1,120
11578645,"Studio appartment with great view","1.0",0,129
1649932,"Warm and welcoming canalhouse","1.0",1,251
4336622,"Premium canal-house studio/loft","1.5",0,150
364728,"Fancy decorated little Tsarina 75m2","1.0",2,115
6915922,"Unique Boat Amsterdam Center","0.5",1,55
11840485,"Great Apt | Trendy Neighborhood.","1.0",2,150
6564817,"Mooi, centraal gelegen, huisje!","1.5",2,100
2567099,"Apt + garden at the canals/centre","1.0",2,130
7473078,"GARDEN-HOUSEBOAT @ SUPER LOCATION!","1.0",1,95
13512259,"Quiet home in the very heart of Amsterdam","1.0",1,130
10267562,"Geat city centre apartment","1.0",1,125
600983,"floating room on amsterdam canal","1.0",1,85
7940959,"Canal View in heart of city","1.0",1,130
9581018,"Penthouse Loft in Amsterdam Centre","1.0",1,114
12331790,"Spacious apartment downtown","1.5",4,325
2972798,"Houseboat on City Center canal.","1.5",1,239
4991500,"Your own apt in Centre of Amsterdam","1.0",1,105
1387026,"Spacious New Apartment City Center","1.0",2,150
13371137,"Large and bright apartment in Plantage","2.0",2,220
6629852,"CANAL HOUSE  in Historical Centre!","1.0",1,130
11348445,"Now available! Citycenter hotspot!","1.0",1,195
5810625,"Lovely bright house in city center","1.0",1,100
13314493,"Studio Mokum, Plantage-Weesperbuurt","1.0",1,125
6041837,"Canal House in City Centre","1.0",1,120
7384244,"Private bedroom in Leidseplein","1.0",1,89
7338230,"Great apartment in Amsterdam Centre","1.0",2,199
568446,"Pretty apt in the center of A'dam","1.0",1,111
10005625,"Studio in old city of Amsterdam","1.0",1,95
9874514,"Spacious Amstel River Houseboat","1.0",2,199
728134,"Relaxing Centre Canal View Aprtment","1.0",1,190
9382307,"Lovely Looier","1.0",0,99
12597740,"Room in citycentre near Nieuwmarkt.","1.0",1,251
1681759,"Modern apartment central Amsterdam","1.0",1,130
6779277,"Complete and modern apartment","1.0",0,140
11905329,"Historic house centre Artis zoo","1.5",4,401
7745191,"Unique apartment in heart of city","1.0",2,139
829703,"Studio Apt. A'dam Center","1.0",0,115
2337032,"Oldest city center Amsterdam","1.0",1,245
744386,"Kiki's Garden View Apartment 01","1.0",2,261
12691068,"Modern appartment near city centre","1.0",1,100
4927763,"Spacious 4p. beautiful center apt!","1.0",2,89
697945,"Cosy&Stylish canal apt@city centre!","1.5",1,175
2611438,"Sunny room in center Amsterdam","1.0",1,85
3123853,"New! | Nieuwmarkt | 2 BR | Spacious","1.0",2,185
7481989,"city center 1 room skinny bridge city center","1.0",1,49
12626527,"Small&Cozy Apt centrally located in Amsterdam","1.0",1,87
13183525,"Lovely, cosy apartment in the heart of Amsterdam","1.0",1,111
8932316,"Modern apartment in the center","1.0",1,175
5416445,"Houseboat in Amsterdam","1.0",2,251
10003943,"YAYS Oostenburgergracht studio A","1.0",0,155
8365523,"Romantic appartement near the ZOO","1.0",1,111
13477295,"Cosy apartment center of Amsterdam","1.0",1,100
1451423,"Dreamloft (180m2) overlooking zoo","1.5",3,270
12824772,"Monumental cosy luxurious apartment","1.0",1,100
1942670,"City centre apartment Waterlooplein","1.0",0,111
13608040,"Room steps from Leidse Square 2","1.0",1,120
3320016,"Loft Appartement","1.0",1,185
12527827,"17th Century Canal House","1.0",1,140
370870,"Cute place in Amsterdam Center","1.0",1,100
8481836,"Nice Apartment next to the Pijp","1.0",0,84
13794208,"Amazing center location | Amsterdam city","1.0",1,90
11577278,"Great spacious central apt + WIFI","1.5",2,120
894870,"Stylish home in center Amsterdam!","1.0",2,251
10004383,"YAYS Oostenburgergracht 1-bedroom A","1.0",1,195
9840533,"Quiet apartment centre Amsterdam","1.0",3,385
3393172,"Light corner apartment near ZOO.","1.0",1,136
9971531,"Cosy apartment, top location","1.0",1,125
13477668,"Great apartment, Centre Amsterdam, Breakfast incl","1.0",2,150
10331937,"Unique Studio in Amsterdam Centre","1.5",1,150
5777866,"Sunny apartment central Amsterdam","1.5",1,140
4761339,"Next to museums, spacious apartment","1.0",1,200
8726264,"Loft sweet Home in Amsterdam Center","1.0",2,136
13608694,"Classic houseboat city center Amsterdam","1.0",2,235
8857288,"Amsterdam Centre: 18th century apt","2.0",3,195
4432969,"Cocos Outback Apartment 3","2.5",4,241
5710823,"Central charming studio (11)","1.0",1,120
5940213,"Beautiful appartment great location","1.0",1,115
2136910,"Stay in the centre of Amsterdam (8)","1.0",0,111
7316463,"Luxury apartment with indoor pool","1.0",1,150
6243835,"Heart of the city center Amsterdam","1.0",2,180
8922079,"Great Condo in Old Jewish Quarter","1.0",2,200
4793290,"Spacious room,19th century. Center.","1.0",1,90
861124,"Charming Apmnt - Beautiful Center!","1.0",1,140
12559268,"Sunny living room in a canal house","1.0",1,70
8987542,"Charming City Apart Nautical Museum","1.0",1,136
12886933,"Beautifull appartment at rembrandts","1.5",1,140
12646536,"Citycentre room in Amsterdam!","1.0",1,150
11182981,"Spacious appartment with garden","1.0",1,130
10264679,"Traditional Canal View Apartment","1.0",2,125
5539686,"Stylish apartment in Amsterdam","1.0",1,99
11247641,"City centre apartment De Admiraal 1","1.0",2,241
13180952,"Wow! check this out.","1.0",1,90
6352898,"central bright apartment","1.0",3,251
13541391,"Amazing canal apartment in middle of city centre!","1.0",1,150
927900,"Sunny canal view i center, balcony!","1.0",1,80
6301840,"Apartment @ centre of Amsterdam","1.0",2,146
